ID,Kingdom,Phylum,Class,Order,Family,Genus,Figure 3b,Figure 4 & 5,Day 0,Day 24,Day 181,Day 217,Day 356,Day 372,TOTAL
ASV175,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,ASV <2% abundance,None,0,0,0.000449275,0.000666667,0.000463768,0.000217391,0.000299517
ASV174,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,ASV <2% abundance,None,0.000130435,0,0.000449275,0.000768116,0.000304348,0.000144928,0.000299517
ASV236,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0,0.001782609,0,0,0,0,0.000297101
ASV230,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010,ASV <2% abundance,None,0.000231884,0.001550725,0,0,0,0,0.000297101
ASV169,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacteraceae_unclassified,ASV <2% abundance,None,0,0,0,0,0.001028986,0.000724638,0.000292271
ASV225,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000463768,0.001246377,0,0,0,0,0.000285024
ASV220,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,ASV <2% abundance,None,0.000304348,0.000666667,0.000217391,0.000347826,0,0,0.000256039
ASV232,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium]_coprostanoligenes_group,ASV <2% abundance,None,0.000463768,0.000898551,8.70E-05,5.80E-05,0,0,0.000251208
ASV182,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,ASV <2% abundance,None,1.45E-05,0,0.000507246,0.000492754,0.000202899,0.000275362,0.000248792
ASV212,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,uncultured,ASV <2% abundance,None,0.000536232,0,0.00015942,0.000362319,0.00042029,0,0.000246377
ASV197,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae_unclassified,ASV <2% abundance,None,0,0,0.000550725,0.000666667,0.000130435,8.70E-05,0.00023913
ASV208,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,ASV <2% abundance,None,0.001434783,0,0,0,0,0,0.00023913
ASV215,Bacteria,Actinobacteria,Coriobacteriia,OPB41,OPB41_fa,OPB41_ge,ASV <2% abundance,None,0.000362319,0.00042029,0.000130435,0.000362319,8.70E-05,5.80E-05,0.000236715
ASV210,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Family_XI_ge,ASV <2% abundance,None,0.001405797,0,0,0,0,0,0.0002343
ASV195,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,ASV <2% abundance,None,0,0,0.000173913,0.000333333,0.000405797,0.000492754,0.0002343
ASV245,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_unclassified,ASV <2% abundance,None,0.000811594,0.00057971,0,0,0,0,0.000231884
ASV201,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0,0,0.000246377,0.000347826,0.000347826,0.000434783,0.000229469
ASV198,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Family_XI_unclassified,ASV <2% abundance,None,0,0,0,0.000565217,0.000608696,0.000173913,0.000224638
ASV216,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_unclassified,ASV <2% abundance,None,0.001318841,0,0,0,0,0,0.000219807
ASV207,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0,0,0.000391304,0.000391304,0.000318841,0.000202899,0.000217391
ASV203,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_unclassified,Micrococcales_unclassified,ASV <2% abundance,None,0,0,0.000188406,0.000463768,0.000637681,0,0.000214976
ASV277,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.001275362,0,0,0,0,0.00021256
ASV266,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_13,ASV <2% abundance,None,0.000275362,0.000971014,0,2.90E-05,0,0,0.00021256
ASV223,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,possible_genus_Sk018,ASV <2% abundance,None,0.00126087,0,0,0,0,0,0.000210145
ASV214,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,ASV <2% abundance,None,0,0,4.35E-05,0.00042029,0.000405797,0.000391304,0.000210145
ASV213,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0,0,0.000231884,0.000246377,0.000318841,0.000449275,0.000207729
ASV229,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,BRH-c8a,ASV <2% abundance,None,0.00042029,0.000202899,0.000188406,0.000304348,0.000115942,0,0.000205314
ASV224,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0.001231884,0,0,0,0,0,0.000205314
ASV202,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,ASV <2% abundance,None,0,0,0.000115942,0.000231884,0.000144928,0.000710145,0.000200483
ASV226,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,ASV <2% abundance,None,0.001202899,0,0,0,0,0,0.000200483
ASV221,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,ASV <2% abundance,None,0,0,0.000376812,0.00042029,0.000405797,0,0.000200483
ASV247,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0.000594203,0.000594203,0,0,0,0,0.000198068
ASV206,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcaceae_unclassified,ASV <2% abundance,None,0,0,0.000246377,0.000289855,0.000434783,0.000217391,0.000198068
ASV228,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Family_XI_ge,ASV <2% abundance,None,0.001173913,0,0,0,0,0,0.000195652
ASV217,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Clostridiaceae_4_unclassified,ASV <2% abundance,None,0,0,0.000115942,0.000217391,0.00042029,0.000405797,0.000193237
ASV283,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium]_coprostanoligenes_group,ASV <2% abundance,None,0.00026087,0.000869565,0,0,0,0,0.000188406
ASV235,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcaceae_unclassified,ASV <2% abundance,None,0.001,0.000130435,0,0,0,0,0.000188406
ASV300,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter,ASV <2% abundance,None,0,0.001115942,0,0,0,0,0.00018599
ASV209,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,ASV <2% abundance,None,0,0,8.70E-05,0.000173913,0.000275362,0.000565217,0.000183575
ASV308,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XII,Exiguobacterium,ASV <2% abundance,None,0,0.001086957,0,0,0,0,0.000181159
ASV291,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fonticella,ASV <2% abundance,None,4.35E-05,0.000869565,7.25E-05,7.25E-05,0,2.90E-05,0.000181159
ASV282,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oxobacter,ASV <2% abundance,None,0.000507246,0.00057971,0,0,0,0,0.000181159
ASV268,Archaea,Crenarchaeota,Bathyarchaeia,Bathyarchaeia_or,Bathyarchaeia_fa,Bathyarchaeia_ge,ASV <2% abundance,None,0.00015942,0.000710145,0.000115942,4.35E-05,4.35E-05,0,0.000178744
ASV248,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Sedimentibacter,ASV <2% abundance,None,0.000637681,0.000391304,0,0,0,0,0.000171498
ASV286,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,ASV <2% abundance,None,0.000173913,0.00073913,5.80E-05,0,2.90E-05,0,0.000166667
ASV250,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Sedimentibacter,ASV <2% abundance,None,0.000463768,0.000449275,0,8.70E-05,0,0,0.000166667
ASV258,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,ASV <2% abundance,None,0.000391304,0.000217391,0.000101449,0.000130435,5.80E-05,7.25E-05,0.000161836
ASV244,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,ASV <2% abundance,None,0,0,0.000666667,0.000289855,0,0,0.00015942
ASV307,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0.00026087,0.000681159,0,0,0,0,0.000157005
ASV264,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Asaccharospora,ASV <2% abundance,None,0.000927536,0,0,0,0,0,0.000154589
ASV274,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000173913,0.000521739,0.00015942,7.25E-05,0,0,0.000154589
ASV338,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,ASV <2% abundance,None,0,0.000913043,0,0,0,0,0.000152174
ASV332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mycoplana,ASV <2% abundance,None,0.000130435,0.000768116,0,0,0,0,0.000149758
ASV271,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_NK4A214_group,ASV <2% abundance,None,0.000391304,0.000478261,2.90E-05,0,0,0,0.000149758
ASV278,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000884058,0,0,0,0,0,0.000147343
ASV306,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000217391,0.000666667,0,0,0,0,0.000147343
ASV327,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_unclassified,Micrococcales_unclassified,ASV <2% abundance,None,2.90E-05,0.000855072,0,0,0,0,0.000147343
ASV290,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,ASV <2% abundance,None,0.00015942,0.000478261,5.80E-05,8.70E-05,8.70E-05,0,0.000144928
ASV265,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010,ASV <2% abundance,None,0.00084058,0,0,0,0,1.45E-05,0.000142512
ASV260,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0.000855072,0,0,0,0,0,0.000142512
ASV249,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,ASV <2% abundance,None,0.000130435,0,0.000217391,0.000289855,0.000217391,0,0.000142512
ASV262,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,ASV <2% abundance,None,0,0,0.000231884,0.000101449,0.000347826,0.00015942,0.000140097
ASV241,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,ASV <2% abundance,None,0,0,0,5.80E-05,0.000550725,0.000231884,0.000140097
ASV256,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,ASV <2% abundance,None,0,0,0.000217391,0.000318841,0.000304348,0,0.000140097
ASV231,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,ASV <2% abundance,None,0,0,0.00026087,0.000304348,0.00015942,0.000115942,0.000140097
ASV239,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,ASV <2% abundance,None,0,0,8.70E-05,0,0.000304348,0.000434783,0.000137681
ASV284,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,ASV <2% abundance,None,0.000826087,0,0,0,0,0,0.000137681
ASV246,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,ASV <2% abundance,None,0.000666667,0,4.35E-05,0,5.80E-05,4.35E-05,0.000135266
ASV252,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0.000217391,0.000246377,0.000217391,0.000115942,0.00013285
ASV267,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Natranaerovirga,ASV <2% abundance,None,0,0,0.000130435,0.000449275,0,0.000217391,0.00013285
ASV317,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,ASV <2% abundance,None,0.00042029,0.000376812,0,0,0,0,0.00013285
ASV257,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0.000202899,0.000173913,0.000289855,0.000115942,0.000130435
ASV322,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0.000231884,0.000275362,0,0.000275362,0,0,0.000130435
ASV253,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_unclassified,ASV <2% abundance,None,0,0,0.000101449,0.000434783,0.000246377,0,0.000130435
ASV263,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,ASV <2% abundance,None,0,0,0.00026087,0.000173913,0.000202899,0.000130435,0.000128019
ASV360,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0.000768116,0,0,0,0,0.000128019
ASV301,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0.000333333,0.00015942,0.000173913,0,8.70E-05,0.000125604
ASV368,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0,0.00073913,0,0,0,0,0.000123188
ASV275,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,possible_genus_Sk018,ASV <2% abundance,None,0.00073913,0,0,0,0,0,0.000123188
ASV285,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0.000275362,0,0.000275362,0,0.000173913,0,0.000120773
ASV330,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Natranaerovirga,ASV <2% abundance,None,7.25E-05,0.000507246,0,0,0.000144928,0,0.000120773
ASV351,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,ASV <2% abundance,None,0.00015942,0.000565217,0,0,0,0,0.000120773
ASV287,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,ASV <2% abundance,None,0.000101449,0.00015942,0.000231884,0.000101449,0.000115942,0,0.000118357
ASV344,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Asaccharospora,ASV <2% abundance,None,0,0.000478261,0,0.000231884,0,0,0.000118357
ASV289,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0.000710145,0,0,0,0,0,0.000118357
ASV295,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_ge,ASV <2% abundance,None,0.000507246,0.000188406,0,0,0,0,0.000115942
ASV304,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_4,ASV <2% abundance,None,0.00026087,0.00026087,0,0.000173913,0,0,0.000115942
ASV376,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,ASV <2% abundance,None,0,0.000695652,0,0,0,0,0.000115942
ASV303,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,ASV <2% abundance,None,0.000333333,0.000347826,0,0,0,0,0.000113527
ASV364,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified,ASV <2% abundance,None,0.000217391,0.000463768,0,0,0,0,0.000113527
ASV359,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcaceae_unclassified,ASV <2% abundance,None,8.70E-05,0.000594203,0,0,0,0,0.000113527
ASV280,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas,ASV <2% abundance,None,0,0,0.000202899,0.000318841,0.00015942,0,0.000113527
ASV355,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV <2% abundance,None,0.000318841,0.000347826,0,0,0,0,0.000111111
ASV310,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0.000231884,0,0.000202899,0.000217391,0,0,0.000108696
ASV315,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,ASV <2% abundance,None,0,0,0.00015942,0.000144928,0.00015942,0.000188406,0.000108696
ASV334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified,ASV <2% abundance,None,0.000289855,0.000362319,0,0,0,0,0.000108696
ASV367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0.000188406,0.000449275,0,0,0,0,0.00010628
ASV273,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV <2% abundance,None,0,0,0,0,0.000376812,0.00026087,0.00010628
ASV340,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Family_XI_ge,ASV <2% abundance,None,0.000623188,0,0,0,0,0,0.000103865
ASV385,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0.000623188,0,0,0,0,0.000103865
ASV313,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,SG8-4_ge,ASV <2% abundance,None,0,0,0.000217391,0.00015942,0.000115942,0.000130435,0.000103865
ASV272,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,ASV <2% abundance,None,0,0,0.000101449,7.25E-05,0.000275362,0.000173913,0.000103865
ASV297,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0.000217391,0.000173913,0.000217391,0,0.000101449
ASV299,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,ASV <2% abundance,None,7.25E-05,0,0.000130435,0.000144928,8.70E-05,0.000173913,0.000101449
ASV302,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,MSB-3C8,MSB-3C8_ge,ASV <2% abundance,None,0,0,0.000101449,0.000202899,0.00015942,0.000144928,0.000101449
ASV288,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0,0,0.00015942,0.000173913,0.000188406,8.70E-05,0.000101449
ASV320,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_unclassified,ASV <2% abundance,None,0,0,0,0.000318841,0.000173913,8.70E-05,9.66E-05
ASV357,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora,ASV <2% abundance,None,0,0.000318841,0.000144928,0,0.000115942,0,9.66E-05
ASV326,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,ASV <2% abundance,None,0.00057971,0,0,0,0,0,9.66E-05
ASV401,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0.000565217,0,0,0,0,9.42E-05
ASV305,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,0.000101449,0.000231884,0.000144928,8.70E-05,9.42E-05
ASV341,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0.000550725,0,0,0,0,0,9.18E-05
ASV405,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0,0.000550725,0,0,0,0,9.18E-05
ASV296,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0.000231884,0.000202899,0.000115942,0,9.18E-05
ASV293,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,ASV <2% abundance,None,0,0,0,0,0,0.000550725,9.18E-05
ASV400,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora,ASV <2% abundance,None,0,0.000550725,0,0,0,0,9.18E-05
ASV410,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,ASV <2% abundance,None,0,0.000536232,0,0,0,0,8.94E-05
ASV321,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,ASV <2% abundance,None,0,0,0,0.00015942,0.000173913,0.000202899,8.94E-05
ASV342,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000173913,0.000304348,0,5.80E-05,0,0,8.94E-05
ASV294,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,ASV <2% abundance,None,0,0,0.000115942,0.000144928,0.000202899,7.25E-05,8.94E-05
ASV346,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,possible_genus_Sk018,ASV <2% abundance,None,0.000536232,0,0,0,0,0,8.94E-05
ASV269,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,uncultured,ASV <2% abundance,None,0,0,0,0,0.000536232,0,8.94E-05
ASV318,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,ASV <2% abundance,None,8.70E-05,5.80E-05,0.000115942,8.70E-05,0.000115942,5.80E-05,8.70E-05
ASV416,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0,0.000521739,0,0,0,0,8.70E-05
ASV324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Polymorphum,ASV <2% abundance,None,0,0,0.00015942,0.000217391,0.000144928,0,8.70E-05
ASV309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,ASV <2% abundance,None,0,0,0.000188406,0.000144928,0.000188406,0,8.70E-05
ASV292,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0,0,0,0.000507246,8.45E-05
ASV281,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0.000507246,0,0,0,0,0,8.45E-05
ASV350,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_4,ASV <2% abundance,None,0.000231884,0.000173913,2.90E-05,7.25E-05,0,0,8.45E-05
ASV419,Bacteria,Firmicutes,Clostridia,DTU014,DTU014_fa,DTU014_ge,ASV <2% abundance,None,0,0.000507246,0,0,0,0,8.45E-05
ASV397,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcaceae_unclassified,ASV <2% abundance,None,0.000144928,0.000362319,0,0,0,0,8.45E-05
ASV347,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Sedimentibacter,ASV <2% abundance,None,0.000507246,0,0,0,0,0,8.45E-05
ASV329,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,ASV <2% abundance,None,0,0,7.25E-05,0,0.000405797,2.90E-05,8.45E-05
ASV420,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.000492754,0,0,0,0,8.21E-05
ASV426,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.000492754,0,0,0,0,8.21E-05
ASV358,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0,0,0.00015942,0.00026087,0,7.25E-05,8.21E-05
ASV427,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0.000492754,0,0,0,0,8.21E-05
ASV343,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Asaccharospora,ASV <2% abundance,None,0.000478261,0,0,0,0,0,7.97E-05
ASV375,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0.000362319,0.000101449,0,0,0,0,7.73E-05
ASV316,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_ge,ASV <2% abundance,None,0,0,0,4.35E-05,0.000246377,0.000173913,7.73E-05
ASV354,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,ASV <2% abundance,None,0,0,0,0,0.000376812,8.70E-05,7.73E-05
ASV371,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,ASV <2% abundance,None,0.000463768,0,0,0,0,0,7.73E-05
ASV435,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.000449275,0,0,0,0,7.49E-05
ASV335,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28_wastewater-sludge_group,ASV <2% abundance,None,0,0,0.000318841,0.000130435,0,0,7.49E-05
ASV413,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,7.25E-05,0.000376812,0,0,0,0,7.49E-05
